195 500
-286.708697	-33.643027
117.516767	10.434386
-219.894992	-133.420286
-400.330065	-68.830422
414.876755	-189.726646
-313.400297	155.292145
303.867453	210.867019
363.542652	-319.038871
279.470565	-232.860237
91.514356	-318.428901
158.921565	-70.872916
472.562533	-78.031399
-275.328663	307.894352
112.699050	-485.741011
256.352787	-254.073914
86.428950	-98.749636
-343.726900	198.488749
-264.243921	156.836748
207.181955	-206.780979
-229.502837	-170.719272
-26.259575	-232.897005
85.512640	396.200480
391.196196	-205.520058
-271.358510	392.422717
51.107093	-124.179514
-128.316774	405.095807
-305.328714	-218.091205
149.724718	17.927040
369.926563	-4.858430
133.155840	-60.162182
327.163026	-153.948613
-69.194924	-411.290020
104.516562	-197.691209
-28.565117	-158.275986
161.625794	-462.191765
374.828072	89.215952
336.686225	187.008370
-88.040635	-151.582780
260.744748	-224.161382
194.644616	-317.113064
-81.100911	390.786578
-24.534454	-33.352889
338.599114	222.319102
426.768058	35.844686
270.448512	274.686262
256.248366	114.714027
335.883228	-223.627462
-32.271704	-157.693498
10.467777	404.327404
44.739626	-115.076206
-257.897305	-339.396006
17.349108	290.876470
-165.956708	-213.678991
251.596653	-34.370210
347.041574	-202.980800
409.575952	-200.755411
250.187007	74.317160
179.350506	-278.848521
-112.341918	389.066515
-429.879271	-184.777346
-417.689381	23.778696
-92.627218	-241.443684
-491.642128	-35.996974
-353.838980	-275.480925
-166.077896	360.703142
40.565966	-131.538923
-453.557918	9.783202
400.999932	73.142624
-204.508435	407.738520
-312.993457	-112.107177
-35.330343	194.289905
-253.015048	335.571429
-99.265053	78.003641
-345.943668	-78.304550
70.617115	5.784502
348.366249	271.798213
414.348616	14.297816
-1.835630	-135.752432
175.026251	-215.023376
-130.310732	-6.620428
128.682211	-12.735049
9.032304	212.996444
13.771001	423.490192
401.965400	124.813219
394.456139	213.992441
471.070584	-119.889557
295.126696	-141.010986
309.827094	287.790034
469.788139	163.870369
-271.611030	-372.393681
233.803314	151.091234
-159.532971	-299.216071
41.035313	50.051180
-178.319170	-443.838250
135.250086	191.447354
-331.244172	34.675738
-403.219615	-258.414990
-79.634733	-249.637656
-264.371094	297.702100
327.916552	98.786869
-349.083550	9.556921
-320.911041	7.535300
238.139356	-177.844749
331.026128	153.152416
-463.730737	-170.311323
-363.341000	-156.683290
85.668456	114.359692
437.635480	77.623834
239.305127	-359.056356
61.866261	-466.969410
220.023211	-198.613691
-418.774059	84.645016
-123.652611	-290.324470
-33.602291	-207.763259
89.925030	-16.013407
401.036309	-237.356322
185.946603	451.242667
-191.457152	-188.004018
174.665897	442.821198
204.507365	430.619639
-86.398708	-380.675716
-347.513907	15.546695
182.678030	-136.285918
362.524208	-147.978115
153.477492	32.345199
-372.369682	-167.241104
-189.706304	-367.478320
423.034956	-179.795808
-379.375819	-316.834123
95.812271	335.255050
87.909770	-125.280144
291.994169	-39.270573
446.373465	-0.076467
-241.054858	101.539654
-163.809513	-25.934695
30.364466	-355.901208
272.058705	188.887235
374.655818	320.119035
-69.238926	-362.388745
128.333322	399.222598
272.532791	396.117629
414.082863	-195.946606
325.143367	-186.328298
128.991503	-32.564794
-27.254204	-339.891559
464.172496	93.570449
95.469139	-434.113785
-99.555987	285.041229
354.081447	-153.481948
290.452424	394.446173
366.644785	190.425870
-113.516476	-266.985619
264.525935	-245.341987
-38.635091	105.571243
-174.139549	125.761422
83.557925	-487.551079
-481.989891	72.411631
-305.273505	-71.470004
330.426881	341.549950
-24.827422	-215.959238
-31.918401	-460.649176
-480.852294	-89.427531
309.518302	-216.822666
-48.992218	-219.306685
395.059429	-249.385250
-246.427406	184.813221
68.988999	-286.238094
-152.789874	339.210596
-171.586885	-21.539718
126.375487	-126.591625
245.583999	406.296157
326.760053	-300.150395
417.683886	-54.745134
74.344657	-337.492522
-117.561977	178.612519
409.050801	126.516845
-91.177264	-346.571436
439.661365	225.380175
223.307064	342.506082
201.053935	-434.120487
-440.902177	136.267888
251.528308	231.707994
-456.165439	-14.266403
395.858687	112.365219
-144.839329	-63.604036
164.741534	-263.381091
298.938018	235.677513
32.091572	-407.793300
-412.258007	6.387880
38.656386	391.838347
373.390709	64.631009
-53.255942	-113.574700
476.411178	-2.239172
-11.485302	348.831621
143.073937	-305.873815
